EmployeeID;Gender;Age;Education;EducationType;MaritalStatus;TotalCompanies;TotalExperience;DistanceToOffice;Department;Traveltype_last_year;BillingRate;MonthlyIncome;Years_at_Company;Years_InCurrentRole;LastSalaryHike;PotentialReview;PerformanceReview;SatisfactionScore;JobRole_SatisfactionScore;Overall_SatisfactionScore
AB1121;Male;31.0;Masters / PHD;Economics;Married;1.0;4.0;8.0;ClientSolutions;No;184.0;5091.0;4.0;3.0;20.0;Low;Met Expectations;Detractor;Passive;Promoter
AB1122;Male;20.0;Under Graduation;Marketing / Finance;Single;1.0;13.0;3.0;ClientSolutions;Conference;149.0;5203.0;13.0;12.0;19.0;High;Met Expectations;Passive;Detractor;Promoter
AB1123;Male;25.0;Under Graduation;Economics;Married;1.0;1.0;8.0;ClientSolutions;Conference;134.0;2519.0;1.0;0.0;20.0;Very High;Met Expectations;Promoter;Promoter;Promoter
AB1124;Male;25.0;Graduation;Marketing / Finance;Single;1.0;8.0;26.6;ClientSolutions;LongTermProject;36.0;3842.0;7.0;5.0;14.0;Medium;Met Expectations;Passive;Detractor;Passive
AB1125;Female;29.0;Graduation;Marketing / Finance;Single;1.0;7.0;1.0;BusinessDevelopment;Conference;24.0;5351.0;7.0;5.0;18.0;High;Met Expectations;Detractor;Passive;Promoter
AB1126;Female;41.0;Graduation;Marketing / Finance;Single;1.0;10.0;6.0;ClientSolutions;LongTermProject;115.0;3141.0;;0.0;16.0;Medium;Met Expectations;Passive;Passive;Passive
AB1127;Female;32.0;Masters / PHD;Marketing / Finance;Single;1.0;21.0;26.0;BusinessDevelopment;Conference;119.0;5067.0;20.0;;22.0;High;Exceed Expectations;Detractor;Passive;Passive
AB1128;Male;34.0;Masters / PHD;Bio-technology;Divorced;1.0;20.0;14.0;BusinessDevelopment;No;45.0;5950.0;20.0;16.0;23.0;Low;Exceed Expectations;Promoter;Promoter;Detractor
AB1129;Male;48.0;Masters / PHD;Economics;Married;1.0;5.0;4.0;ClientSolutions;Conference;184.0;4450.0;4.0;3.0;18.0;High;Met Expectations;Promoter;Passive;Passive
AB1130;Male;32.0;Masters / PHD;Economics;Divorced;4.0;18.0;2.0;ClientSolutions;Conference;195.0;3064.0;9.0;4.0;15.0;Medium;Met Expectations;Promoter;Passive;Passive
AB1131;Female;20.0;Graduation;Bio-technology;Married;1.0;1.0;20.0;BusinessDevelopment;Conference;103.0;2676.0;1.0;0.0;19.0;Medium;Met Expectations;Passive;Passive;Passive
AB1132;Male;27.0;Masters / PHD;Marketing / Finance;Single;8.0;7.0;2.0;ClientSolutions;Conference;134.0;4830.0;3.0;3.0;18.0;High;Met Expectations;Passive;Passive;Promoter
AB1133;Female;48.0;Masters / PHD;Bio-technology;Married;5.0;36.0;5.0;ClientSolutions;Conference;108.0;15085.3;;3.0;16.0;High;Met Expectations;Promoter;Detractor;Promoter
AB1134;Female;24.0;Graduation;Bio-technology;Married;1.0;4.0;15.0;BusinessDevelopment;ClientEngagement;170.0;2396.0;4.0;1.0;17.0;High;Met Expectations;Passive;Promoter;Passive
AB1135;Female;34.0;Masters / PHD;Economics;Single;1.0;23.0;17.0;ClientSolutions;Conference;133.0;3037.0;22.0;;18.0;Very High;Met Expectations;Passive;Detractor;Passive
AB1136;Female;40.0;Graduation;Bio-technology;Married;1.0;12.0;8.0;BusinessDevelopment;Conference;144.0;8408.0;12.0;10.0;19.0;High;Met Expectations;Passive;Promoter;Detractor
AB1137;Female;48.0;Masters / PHD;Bio-technology;Married;9.0;14.0;1.0;BusinessDevelopment;ClientEngagement;55.0;5252.0;1.0;0.0;15.0;High;Met Expectations;Detractor;Passive;Passive
AB1138;Female;29.0;Graduation;Economics;Divorced;9.0;13.0;25.0;ClientSolutions;Conference;159.0;13157.0;9.0;9.0;19.0;Very High;Met Expectations;Passive;Passive;Passive
AB1139;Male;21.0;Graduation;Phycology / Behavior Sciences;Single;1.0;10.0;7.0;ClientSolutions;Conference;79.0;3950.0;9.0;9.0;15.0;Very High;Met Expectations;Passive;Detractor;Promoter
AB1140;Male;16.0;Under Graduation;Bio-technology;Divorced;4.0;4.0;2.0;BusinessDevelopment;Conference;59.0;2577.0;;0.0;16.0;High;Met Expectations;Passive;Detractor;Passive
AB1141;Male;31.0;Graduation;Economics;Single;1.0;13.0;21.0;ClientSolutions;LongTermProject;26.0;10456.0;12.0;9.0;21.0;Medium;Exceed Expectations;Promoter;Passive;Passive
AB1142;Female;33.0;Under Graduation;Marketing / Finance;Married;1.0;18.0;1.0;ClientSolutions;No;126.0;13114.0;17.0;10.0;19.0;High;Met Expectations;Passive;Passive;Detractor
AB1143;Male;22.0;Graduation;Economics;Divorced;1.0;4.0;1.0;Support;No;33.0;2997.0;4.0;;17.0;High;Met Expectations;Passive;Promoter;Passive
AB1144;Male;30.0;Graduation;Economics;Married;5.0;10.0;20.0;ClientSolutions;Conference;48.0;3342.0;1.0;0.0;21.0;High;Exceed Expectations;Passive;Passive;Detractor
AB1145;Female;31.0;Graduation;Marketing / Finance;Divorced;9.0;22.0;7.0;ClientSolutions;No;69.0;5865.0;17.0;14.0;15.0;Medium;Met Expectations;Promoter;Promoter;Promoter
AB1146;Female;29.0;Masters / PHD;Economics;Single;1.0;1.0;1.0;BusinessDevelopment;ClientEngagement;100.0;2342.35;1.0;0.0;15.0;Low;Met Expectations;Passive;Passive;Passive
AB1147;Male;37.0;Masters / PHD;Phycology / Behavior Sciences;Divorced;10.0;9.0;18.0;ClientSolutions;Conference;125.0;4305.0;;3.0;16.0;High;Exceed Expectations;Promoter;Promoter;Passive
AB1148;Female;34.0;Graduation;Economics;Single;4.0;13.0;18.0;ClientSolutions;Conference;109.0;7195.0;4.0;3.0;16.0;Very High;Met Expectations;Promoter;Detractor;Passive
AB1149;Male;17.0;Under Graduation;Economics;Married;1.0;8.0;4.0;ClientSolutions;No;138.0;3495.0;7.0;3.0;18.0;Medium;Met Expectations;Detractor;Promoter;Promoter
AB1150;Male;44.0;Masters / PHD;Bio-technology;Divorced;3.0;16.0;2.0;ClientSolutions;Conference;23.0;8107.0;8.0;4.0;14.0;High;Met Expectations;Promoter;Promoter;Passive
AB1151;Female;47.0;Masters / PHD;Economics;Divorced;1.0;9.0;17.0;ClientSolutions;No;150.0;7479.0;9.0;;17.0;High;Met Expectations;Promoter;Promoter;Detractor
AB1152;Male;16.0;Graduation;Economics;Single;1.0;1.0;2.0;ClientSolutions;Conference;37.0;2342.35;1.0;0.0;22.0;Medium;Exceed Expectations;Passive;Promoter;Passive
AB1153;Male;41.0;Masters / PHD;Economics;Married;1.0;9.0;2.0;BusinessDevelopment;ClientEngagement;213.0;6244.0;9.0;9.0;20.0;High;Exceed Expectations;Detractor;Promoter;Passive
AB1154;Male;29.0;Masters / PHD;Marketing / Finance;Single;1.0;1.0;1.0;ClientSolutions;Conference;162.0;2772.0;;1.0;18.0;High;Met Expectations;Passive;Passive;Passive
AB1155;Male;24.0;Masters / PHD;Economics;Single;1.0;7.0;9.0;BusinessDevelopment;Conference;203.0;5451.0;5.0;4.0;16.0;High;Met Expectations;Passive;Promoter;Passive
AB1156;Female;33.0;Graduation;Marketing / Finance;Divorced;1.0;26.0;26.6;ClientSolutions;LongTermProject;169.0;6167.0;26.0;9.0;14.0;High;Met Expectations;Passive;Passive;Detractor
AB1157;Female;44.0;Graduation;Phycology / Behavior Sciences;Single;3.0;30.0;26.6;Support;No;17.0;15085.3;7.0;4.0;15.0;Low;Met Expectations;Promoter;Promoter;Passive
AB1158;Female;34.0;Masters / PHD;Marketing / Finance;Married;1.0;5.0;1.0;ClientSolutions;No;134.0;4821.0;4.0;3.0;17.0;Medium;Met Expectations;Promoter;Passive;Passive
AB1159;Female;30.0;Graduation;Marketing / Finance;Married;1.0;13.0;2.0;BusinessDevelopment;Conference;68.0;8397.0;12.0;;20.0;Medium;Met Expectations;Detractor;Promoter;Passive
AB1160;Male;22.0;Graduation;Marketing / Finance;Divorced;1.0;13.0;16.0;ClientSolutions;Conference;154.0;5022.0;13.0;0.0;15.0;High;Met Expectations;Passive;Detractor;Promoter
AB1161;Male;16.0;Graduation;Bio-technology;Single;1.0;1.0;4.0;ClientSolutions;Conference;16.0;3289.0;;0.0;20.0;High;Met Expectations;Detractor;Detractor;Passive
AB1162;Female;32.0;Under Graduation;Marketing / Finance;Married;7.0;36.0;13.0;ClientSolutions;LongTermProject;112.0;11550.0;3.0;3.0;14.0;High;Met Expectations;Detractor;Passive;Promoter
AB1163;Male;22.0;Graduation;Bio-technology;Single;1.0;13.0;22.0;ClientSolutions;No;162.0;9576.0;13.0;9.0;15.0;Medium;Met Expectations;Passive;Detractor;Detractor
AB1164;Female;34.0;Graduation;Marketing / Finance;Single;1.0;16.0;10.0;ClientSolutions;LongTermProject;89.0;4054.0;16.0;12.0;16.0;Very High;Met Expectations;Detractor;Promoter;Passive
AB1165;Male;29.0;Masters / PHD;Phycology / Behavior Sciences;Single;9.0;13.0;2.0;BusinessDevelopment;ClientEngagement;107.0;5869.0;7.0;3.0;16.0;High;Met Expectations;Promoter;Detractor;Promoter
AB1166;Male;32.0;Masters / PHD;Marketing / Finance;Married;1.0;8.0;2.0;ClientSolutions;Conference;27.0;3244.0;7.0;0.0;16.0;Very High;Met Expectations;Promoter;Promoter;Detractor
AB1167;Female;42.0;Graduation;Marketing / Finance;Divorced;4.0;34.0;8.0;ClientSolutions;Conference;145.0;15085.3;9.0;;19.0;High;Met Expectations;Promoter;Passive;Passive
AB1168;Male;22.0;Graduation;Bio-technology;Married;1.0;8.0;18.0;ClientSolutions;Conference;140.0;3541.0;;3.0;18.0;High;Met Expectations;Passive;Passive;Promoter
AB1169;Male;35.0;Masters / PHD;Bio-technology;Divorced;5.0;12.0;15.0;BusinessDevelopment;Conference;51.0;6964.0;1.0;0.0;20.0;Medium;Met Expectations;Promoter;Passive;Promoter
AB1170;Male;27.0;Graduation;Bio-technology;Married;1.0;16.0;7.0;BusinessDevelopment;Conference;171.0;2561.0;14.0;13.0;24.0;High;Exceed Expectations;Passive;Passive;Passive
AB1171;Male;34.0;Graduation;Marketing / Finance;Single;8.0;10.0;6.0;ClientSolutions;Conference;59.0;6634.0;7.0;5.0;17.0;Medium;Met Expectations;Promoter;Passive;Promoter
AB1172;Male;27.0;Graduation;Marketing / Finance;Married;1.0;20.0;5.0;ClientSolutions;Conference;137.0;4396.0;20.0;13.0;16.0;Medium;Met Expectations;Passive;Promoter;Passive
AB1173;Male;47.0;Graduation;Bio-technology;Married;4.0;18.0;1.0;BusinessDevelopment;Conference;129.0;13056.0;8.0;5.0;16.0;High;Met Expectations;Passive;Promoter;Passive
AB1174;Male;28.0;Graduation;Bio-technology;Divorced;1.0;7.0;10.0;BusinessDevelopment;ClientEngagement;140.0;5471.0;7.0;3.0;14.0;High;Met Expectations;Promoter;Promoter;Promoter
AB1175;Male;22.0;Graduation;Economics;Married;1.0;9.0;1.0;BusinessDevelopment;ClientEngagement;93.0;7511.0;;;15.0;Medium;Met Expectations;Passive;Promoter;Passive
AB1176;Male;24.0;Under Graduation;Economics;Married;1.0;13.0;2.0;ClientSolutions;LongTermProject;116.0;10479.0;13.0;12.0;18.0;Medium;Met Expectations;Promoter;Passive;Passive
AB1177;Female;47.0;Masters / PHD;Economics;Single;10.0;29.0;11.0;ClientSolutions;LongTermProject;95.0;15085.3;4.0;3.0;14.0;High;Met Expectations;Passive;Detractor;Promoter
AB1178;Male;23.0;Graduation;Economics;Single;1.0;7.0;7.0;BusinessDevelopment;ClientEngagement;57.0;5394.0;5.0;3.0;16.0;High;Met Expectations;Passive;Detractor;Promoter
AB1179;Male;32.0;Graduation;Economics;Divorced;3.0;9.0;19.0;BusinessDevelopment;ClientEngagement;93.0;4551.0;3.0;1.0;19.0;High;Met Expectations;Passive;Promoter;Promoter
AB1180;Female;41.0;Graduation;Economics;Married;5.0;23.0;10.0;BusinessDevelopment;Conference;140.0;5782.0;9.0;9.0;14.0;High;Met Expectations;Passive;Promoter;Passive
AB1181;Male;26.0;Graduation;Marketing / Finance;Married;1.0;13.0;8.0;BusinessDevelopment;Conference;73.0;6828.0;13.0;9.0;17.0;Very High;Met Expectations;Passive;Promoter;Passive
AB1182;Female;31.0;Graduation;Economics;Single;3.0;10.0;17.0;BusinessDevelopment;Conference;53.0;4628.0;;3.0;15.0;High;Met Expectations;Passive;Passive;Passive
AB1183;Male;48.0;Masters / PHD;Marketing / Finance;Divorced;3.0;14.0;8.0;ClientSolutions;Conference;108.0;5441.0;10.0;;17.0;Medium;Inconsistent;Promoter;Passive;Detractor
AB1184;Male;27.0;Under Graduation;Marketing / Finance;Married;9.0;22.0;26.6;ClientSolutions;Conference;128.0;7335.0;1.0;0.0;20.0;High;Met Expectations;Passive;Detractor;Passive
AB1185;Male;27.0;Graduation;Marketing / Finance;Married;7.0;10.0;14.0;ClientSolutions;Conference;99.0;2701.0;7.0;5.0;16.0;High;Met Expectations;Passive;Passive;Passive
AB1186;Female;22.0;Graduation;Economics;Single;1.0;8.0;5.0;ClientSolutions;LongTermProject;154.0;2639.0;7.0;5.0;16.0;High;Inconsistent;Promoter;Promoter;Passive
AB1187;Male;36.0;Masters / PHD;Economics;Married;3.0;13.0;6.0;ClientSolutions;LongTermProject;76.0;5857.0;10.0;4.0;14.0;Medium;Met Expectations;Detractor;Passive;Promoter
AB1188;Female;36.0;Masters / PHD;Bio-technology;Married;1.0;10.0;7.0;BusinessDevelopment;Conference;36.0;4442.0;9.0;9.0;20.0;Medium;Exceed Expectations;Promoter;Promoter;Detractor
AB1189;Female;18.0;Under Graduation;Marketing / Finance;Single;1.0;8.0;26.6;BusinessDevelopment;Conference;96.0;6796.0;;0.0;22.0;High;Exceed Expectations;Passive;Promoter;Passive
AB1190;Female;48.0;Masters / PHD;Marketing / Finance;Married;9.0;36.0;5.0;ClientSolutions;Conference;90.0;10983.0;13.0;12.0;16.0;Medium;Met Expectations;Passive;Detractor;Promoter
AB1191;Female;48.0;Masters / PHD;Marketing / Finance;Divorced;4.0;34.0;12.0;ClientSolutions;LongTermProject;158.0;15085.3;18.0;;20.0;High;Exceed Expectations;Passive;Promoter;Promoter
AB1192;Female;18.0;Graduation;Phycology / Behavior Sciences;Married;1.0;5.0;19.0;ClientSolutions;No;54.0;3115.0;5.0;3.0;16.0;High;Met Expectations;Passive;Passive;Passive
AB1193;Male;40.0;Masters / PHD;Bio-technology;Single;9.0;12.0;4.0;BusinessDevelopment;Conference;97.0;5675.0;8.0;5.0;16.0;High;Met Expectations;Passive;Detractor;Promoter
AB1194;Male;24.0;Under Graduation;Marketing / Finance;Single;3.0;10.0;6.0;ClientSolutions;Conference;76.0;3274.0;5.0;3.0;14.0;High;Met Expectations;Passive;Detractor;Passive
AB1195;Female;32.0;Masters / PHD;Marketing / Finance;Single;1.0;8.0;2.0;ClientSolutions;Conference;18.0;4828.0;8.0;7.0;14.0;Medium;Met Expectations;Passive;Detractor;Passive
AB1196;Female;37.0;Graduation;Economics;Single;8.0;13.0;1.0;Support;Conference;118.0;3781.0;;8.0;15.0;High;Met Expectations;Promoter;Detractor;Passive
AB1197;Female;33.0;Masters / PHD;Economics;Married;1.0;13.0;5.0;BusinessDevelopment;Conference;184.0;5729.0;13.0;10.0;14.0;High;Met Expectations;Passive;Promoter;Promoter
AB1198;Male;27.0;Graduation;Marketing / Finance;Divorced;1.0;12.0;1.0;BusinessDevelopment;Conference;71.0;4452.0;12.0;10.0;22.0;Low;Exceed Expectations;Detractor;Detractor;Detractor
AB1199;Female;26.0;Graduation;Marketing / Finance;Married;1.0;13.0;11.0;ClientSolutions;Conference;59.0;5372.0;12.0;;16.0;High;Met Expectations;Passive;Promoter;Detractor
AB1200;Female;36.0;Graduation;Economics;Married;4.0;34.0;8.0;BusinessDevelopment;Conference;147.0;15085.3;12.0;4.0;16.0;High;Met Expectations;Promoter;Promoter;Passive
AB1201;Male;32.0;Under Graduation;Bio-technology;Married;4.0;30.0;3.0;BusinessDevelopment;Conference;44.0;15085.3;16.0;12.0;15.0;High;Met Expectations;Detractor;Passive;Promoter
AB1202;Male;42.0;Graduation;Economics;Divorced;1.0;36.0;5.0;Support;Conference;93.0;15085.3;43.0;12.0;14.0;High;Met Expectations;Passive;Passive;Passive
AB1203;Male;27.0;Under Graduation;Marketing / Finance;Married;1.0;27.0;10.0;ClientSolutions;Conference;13.0;15085.3;;12.0;16.0;High;Met Expectations;Passive;Detractor;Promoter
AB1204;Female;25.0;Graduation;Marketing / Finance;Married;1.0;17.0;5.0;ClientSolutions;Conference;57.0;4746.0;17.0;13.0;15.0;High;Met Expectations;Passive;Detractor;Promoter
AB1205;Male;35.0;Masters / PHD;Marketing / Finance;Single;5.0;21.0;7.0;ClientSolutions;Conference;60.0;14981.0;7.0;3.0;16.0;High;Met Expectations;Detractor;Passive;Detractor
AB1206;Male;34.0;Graduation;Economics;Married;1.0;13.0;26.6;ClientSolutions;Conference;113.0;4886.0;12.0;10.0;16.0;High;Met Expectations;Passive;Passive;Promoter
AB1207;Female;42.0;Graduation;Marketing / Finance;Single;4.0;27.0;3.0;ClientSolutions;Conference;38.0;15058.0;9.0;;19.0;High;Met Expectations;Promoter;Passive;Passive
AB1208;Male;32.0;Masters / PHD;Economics;Married;4.0;8.0;3.0;ClientSolutions;No;105.0;3295.0;0.0;0.0;18.0;Medium;Met Expectations;Passive;Promoter;Promoter
AB1209;Female;18.0;Graduation;Marketing / Finance;Single;1.0;1.0;16.0;ClientSolutions;Conference;65.0;3177.0;0.0;0.0;17.0;High;Met Expectations;Passive;Promoter;Passive
AB1210;Male;41.0;Graduation;Marketing / Finance;Married;1.0;36.0;3.0;Support;MonthlyTravel;151.0;15085.3;;7.0;14.0;Medium;Met Expectations;Detractor;Passive;Passive
AB1211;Male;26.0;Graduation;Bio-technology;Single;1.0;13.0;9.0;BusinessDevelopment;Conference;113.0;5939.0;13.0;9.0;15.0;High;Met Expectations;Promoter;Promoter;Promoter
AB1212;Female;28.0;Under Graduation;Marketing / Finance;Divorced;7.0;20.0;2.0;ClientSolutions;Conference;131.0;7012.0;16.0;14.0;20.0;Very High;Exceed Expectations;Passive;Passive;Passive
AB1213;Male;39.0;Graduation;Economics;Single;1.0;14.0;4.0;ClientSolutions;Conference;104.0;8675.0;13.0;12.0;14.0;High;Met Expectations;Promoter;Promoter;Passive
AB1214;Female;34.0;Graduation;Bio-technology;Single;1.0;13.0;6.0;BusinessDevelopment;Conference;111.0;10144.0;13.0;10.0;15.0;High;Met Expectations;Promoter;Passive;Passive
AB1215;Female;35.0;Graduation;Marketing / Finance;Single;5.0;23.0;26.6;ClientSolutions;LongTermProject;116.0;5220.0;4.0;;15.0;Very High;Met Expectations;Passive;Passive;Promoter
AB1216;Female;26.0;Masters / PHD;Economics;Single;1.0;10.0;18.0;ClientSolutions;Conference;20.0;2655.0;10.0;3.0;16.0;High;Met Expectations;Promoter;Passive;Promoter
AB1217;Female;30.0;Graduation;Bio-technology;Single;5.0;16.0;1.0;ClientSolutions;Conference;97.0;8230.0;;7.0;18.0;High;Met Expectations;Passive;Promoter;Promoter
AB1218;Male;29.0;Graduation;Marketing / Finance;Single;1.0;8.0;1.0;ClientSolutions;Conference;147.0;3164.0;8.0;5.0;19.0;Medium;Met Expectations;Passive;Passive;Detractor
AB1219;Female;35.0;Graduation;Marketing / Finance;Single;1.0;26.0;6.0;ClientSolutions;Conference;113.0;4500.0;26.0;9.0;16.0;Medium;Met Expectations;Detractor;Passive;Detractor
AB1220;Male;37.0;Graduation;Marketing / Finance;Divorced;3.0;31.0;19.0;ClientSolutions;Conference;126.0;11905.0;9.0;9.0;19.0;Low;Met Expectations;Passive;Detractor;Passive
AB1221;Female;20.0;Under Graduation;Marketing / Finance;Married;1.0;14.0;1.0;BusinessDevelopment;ClientEngagement;154.0;8697.0;14.0;13.0;16.0;High;Met Expectations;Passive;Promoter;Promoter
AB1222;Male;27.0;Graduation;Phycology / Behavior Sciences;Married;1.0;7.0;2.0;Support;Conference;18.0;3974.0;7.0;5.0;16.0;High;Met Expectations;Passive;Passive;Promoter
AB1223;Female;29.0;Masters / PHD;Economics;Married;1.0;13.0;4.0;BusinessDevelopment;Conference;167.0;6026.0;13.0;;14.0;High;Met Expectations;Detractor;Promoter;Detractor
AB1224;Female;31.0;Graduation;Bio-technology;Married;1.0;20.0;1.0;ClientSolutions;Conference;162.0;14892.0;;16.0;16.0;High;Met Expectations;Promoter;Detractor;Passive
AB1225;Male;25.0;Graduation;Marketing / Finance;Married;1.0;3.0;15.0;ClientSolutions;LongTermProject;106.0;2892.0;3.0;3.0;15.0;High;Met Expectations;Passive;Passive;Passive
AB1226;Female;16.0;Graduation;Marketing / Finance;Single;1.0;1.0;3.0;BusinessDevelopment;ClientEngagement;65.0;2342.35;0.0;0.0;15.0;High;Met Expectations;Passive;Promoter;Passive
AB1227;Male;30.0;Masters / PHD;Economics;Single;1.0;1.0;2.0;ClientSolutions;Conference;189.0;2342.35;1.0;0.0;15.0;High;Met Expectations;Promoter;Promoter;Detractor
AB1228;Male;21.0;Graduation;Phycology / Behavior Sciences;Married;1.0;10.0;6.0;ClientSolutions;LongTermProject;133.0;2819.0;9.0;9.0;19.0;Very High;Met Expectations;Passive;Promoter;Detractor
AB1229;Male;19.0;Graduation;Bio-technology;Divorced;1.0;3.0;20.0;ClientSolutions;Conference;42.0;2548.0;1.0;1.0;16.0;Medium;Met Expectations;Passive;Detractor;Passive
AB1230;Female;19.0;Under Graduation;Marketing / Finance;Married;1.0;12.0;17.0;BusinessDevelopment;Conference;79.0;3909.0;12.0;10.0;21.0;Medium;Exceed Expectations;Passive;Passive;Promoter
AB1231;Male;46.0;Graduation;Economics;Divorced;4.0;16.0;23.0;ClientSolutions;Conference;40.0;10360.0;;;18.0;High;Met Expectations;Passive;Promoter;Passive
AB1232;Female;24.0;Graduation;Economics;Single;8.0;4.0;11.0;ClientSolutions;Conference;110.0;2666.0;0.0;0.0;20.0;Medium;Exceed Expectations;Promoter;Detractor;Passive
AB1233;Male;34.0;Under Graduation;Economics;Married;4.0;36.0;2.0;ClientSolutions;LongTermProject;116.0;15085.3;7.0;5.0;17.0;High;Met Expectations;Passive;Promoter;Promoter
AB1234;Female;31.0;Masters / PHD;Economics;Married;1.0;3.0;4.0;ClientSolutions;Conference;125.0;3221.0;3.0;3.0;16.0;Very High;Met Expectations;Passive;Promoter;Passive
AB1235;Female;41.0;Graduation;Marketing / Finance;Married;3.0;36.0;1.0;ClientSolutions;LongTermProject;172.0;15085.3;3.0;3.0;22.0;High;Inconsistent;Promoter;Detractor;Passive
AB1236;Female;24.0;Graduation;Bio-technology;Married;9.0;5.0;18.0;BusinessDevelopment;No;76.0;5217.0;3.0;3.0;15.0;High;Met Expectations;Promoter;Passive;Passive
AB1237;Male;25.0;Graduation;Phycology / Behavior Sciences;Married;1.0;16.0;9.0;Support;Conference;150.0;6979.0;14.0;12.0;20.0;High;Met Expectations;Passive;Promoter;Promoter
AB1238;Male;26.0;Graduation;Economics;Married;8.0;13.0;10.0;ClientSolutions;LongTermProject;71.0;3792.0;;3.0;16.0;High;Met Expectations;Detractor;Passive;Detractor
AB1239;Male;29.0;Graduation;Marketing / Finance;Married;1.0;13.0;2.0;BusinessDevelopment;Conference;19.0;8345.0;13.0;;16.0;Medium;Met Expectations;Passive;Passive;Passive
AB1240;Female;40.0;Masters / PHD;Bio-technology;Married;1.0;9.0;20.0;ClientSolutions;LongTermProject;205.0;4984.0;8.0;7.0;14.0;Medium;Met Expectations;Promoter;Promoter;Promoter
AB1241;Male;17.0;Under Graduation;Phycology / Behavior Sciences;Married;1.0;1.0;23.0;Support;Conference;26.0;2342.35;1.0;0.0;14.0;Low;Met Expectations;Promoter;Passive;Passive
AB1242;Female;22.0;Graduation;Phycology / Behavior Sciences;Married;1.0;1.0;16.0;Support;MonthlyTravel;162.0;3168.0;1.0;0.0;15.0;Medium;Met Expectations;Detractor;Passive;Detractor
AB1243;Female;45.0;Graduation;Economics;Married;3.0;7.0;1.0;ClientSolutions;Conference;149.0;2342.35;4.0;3.0;22.0;High;Exceed Expectations;Detractor;Detractor;Promoter
AB1244;Male;24.0;Graduation;Economics;Married;1.0;5.0;2.0;BusinessDevelopment;No;90.0;5122.0;5.0;4.0;16.0;Medium;Met Expectations;Promoter;Passive;Detractor
AB1245;Female;32.0;Masters / PHD;Bio-technology;Single;1.0;18.0;2.0;ClientSolutions;Conference;61.0;7351.0;;14.0;14.0;High;Met Expectations;Passive;Promoter;Promoter
AB1246;Male;29.0;Masters / PHD;Bio-technology;Married;4.0;12.0;26.6;BusinessDevelopment;Conference;193.0;10154.0;5.0;3.0;15.0;Medium;Met Expectations;Passive;Passive;Passive
AB1247;Male;38.0;Masters / PHD;Marketing / Finance;Single;1.0;27.0;7.0;BusinessDevelopment;Conference;92.0;15085.3;27.0;;16.0;High;Met Expectations;Passive;Passive;Passive
AB1248;Male;29.0;Masters / PHD;Economics;Married;1.0;8.0;2.0;ClientSolutions;Conference;111.0;3840.0;7.0;3.0;16.0;High;Met Expectations;Passive;Passive;Promoter
AB1249;Male;33.0;Masters / PHD;Bio-technology;Single;1.0;21.0;1.0;BusinessDevelopment;Conference;116.0;4753.0;20.0;17.0;16.0;Medium;Met Expectations;Passive;Detractor;Passive
AB1250;Female;29.0;Masters / PHD;Marketing / Finance;Single;1.0;14.0;7.0;ClientSolutions;Conference;185.0;7849.0;14.0;12.0;16.0;High;Met Expectations;Passive;Promoter;Passive
AB1251;Male;23.0;Graduation;Bio-technology;Divorced;4.0;7.0;1.0;BusinessDevelopment;ClientEngagement;181.0;3219.0;4.0;3.0;17.0;High;Exceed Expectations;Detractor;Passive;Promoter
AB1252;Male;25.0;Graduation;Bio-technology;Married;5.0;13.0;7.0;BusinessDevelopment;Conference;26.0;7615.0;;9.0;14.0;Very High;Met Expectations;Passive;Promoter;Passive
AB1253;Male;36.0;Graduation;Economics;Married;1.0;12.0;4.0;ClientSolutions;No;96.0;4901.0;12.0;9.0;15.0;High;Met Expectations;Passive;Passive;Passive
AB1254;Male;45.0;Graduation;Economics;Single;1.0;7.0;22.0;ClientSolutions;Conference;138.0;2866.0;5.0;3.0;18.0;High;Met Expectations;Detractor;Promoter;Promoter
AB1255;Male;23.0;Graduation;Marketing / Finance;Married;1.0;7.0;9.0;ClientSolutions;Conference;140.0;2342.35;7.0;;22.0;Very High;Exceed Expectations;Promoter;Promoter;Promoter
AB1256;Male;21.0;Graduation;Bio-technology;Married;1.0;8.0;26.6;BusinessDevelopment;Conference;83.0;6897.0;7.0;4.0;20.0;Medium;Exceed Expectations;Detractor;Passive;Promoter
AB1257;Male;23.0;Graduation;Economics;Divorced;1.0;4.0;6.0;ClientSolutions;LongTermProject;94.0;2993.0;4.0;1.0;16.0;Very High;Met Expectations;Passive;Passive;Promoter
AB1258;Male;25.0;Graduation;Phycology / Behavior Sciences;Married;1.0;9.0;21.0;ClientSolutions;Conference;143.0;10927.0;8.0;3.0;17.0;Very High;Met Expectations;Passive;Detractor;Passive
AB1259;Male;34.0;Graduation;Economics;Divorced;3.0;18.0;3.0;BusinessDevelopment;Conference;113.0;9812.0;;0.0;14.0;Medium;Met Expectations;Passive;Passive;Passive
AB1260;Male;19.0;Under Graduation;Marketing / Finance;Married;10.0;8.0;26.6;ClientSolutions;Conference;64.0;3830.0;3.0;3.0;15.0;High;Met Expectations;Passive;Passive;Promoter
AB1261;Female;32.0;Masters / PHD;Economics;Divorced;8.0;16.0;7.0;ClientSolutions;Conference;155.0;5988.0;1.0;0.0;17.0;Low;Met Expectations;Passive;Passive;Passive
